date,zone,segment,unit,activeCount,newCount,delistedCount,flowMedianEurSqm,stockMedianEurSqm,p25EurSqm,p75EurSqm,medianPriceEur,medianSurfaceSqm,discountShare30d,medianDiscountPct,raiseShare30d,medianRaisePct,medianDaysOnMarket,absorptionRate,agencyShare,newBuildShare,sampleSize
2026-09-04,Girisu de Cris,apartament_vanzare,EUR/mp,7,7,0,1608,1608,,,82000,51,,,,,,,,,7
2026-09-04,Oradea,apartament_vanzare,EUR/mp,1951,2026,75,1888,1890,1614,2258,105000,55,0,,0,,0,3.8,55.3,99.2,1928
2026-09-04,Oradea/Cantemir,apartament_vanzare,EUR/mp,28,29,1,1930,1914,1635,2892,142000,68,0,,0,,,3.6,57.1,,29
2026-09-04,Oradea/Centru,apartament_vanzare,EUR/mp,54,54,0,2031,2031,1721,2375,133000,73,0,,0,,,0,0,,52
2026-09-04,Oradea/Decebal,apartament_vanzare,EUR/mp,103,103,0,1815,1815,1615,2048,99000,62,0,,0,,,0,66,,101
2026-09-04,Oradea/Iosia,apartament_vanzare,EUR/mp,236,238,2,2021,2021,1736,2528,115000,56,0,,0,,,0.8,44.5,100,227
2026-09-04,Oradea/Nufarul,apartament_vanzare,EUR/mp,142,143,1,1885,1883,1670,2311,115000,56,0,,0,,,0.7,49.3,100,137
2026-09-04,Oradea/Olosig,apartament_vanzare,EUR/mp,130,130,0,1910,1910,1614,2380,123800,64,0,,0,,,0,91.5,,130
2026-09-04,Oradea/Podgoria,apartament_vanzare,EUR/mp,6,6,0,1943,1943,,,110500,56,,,,,,,,,6
2026-09-04,Oradea/Rogerius,apartament_vanzare,EUR/mp,238,241,3,1745,1741,1531,1965,80945,50,0,,0,,0,1.3,40.3,,237
2026-09-04,Oradea/Salca,apartament_vanzare,EUR/mp,15,15,0,2040,2040,1691,2296,128500,66,0,,0,,,0,86.7,,15
2026-09-04,Oradea/Velenta,apartament_vanzare,EUR/mp,40,40,0,1802,1802,1576,1985,76900,41,0,,0,,,0,85,,40
2026-09-04,Sanmartin,apartament_vanzare,EUR/mp,141,149,8,1684,1693,1475,2047,88000,50,0,,0,,0,5.7,73.8,100,143
2026-09-04,Santandrei,apartament_vanzare,EUR/mp,62,62,0,1597,1597,1444,2019,102900,65,0,,0,,,0,58.1,100,53
2026-09-04,ZMO,apartament_vanzare,EUR/mp,2170,2253,83,1868,1875,1589,2222,102336,55,0,,0,,0,3.8,56.6,99.4,2138
2026-09-04,Oradea,apartament_chirie,EUR/mp,1552,1608,56,8,8,6,9,400,55,0,,0,,0,3.6,47.1,99.3,1485
2026-09-04,Oradea/Cantemir,apartament_chirie,EUR/mp,22,22,0,11,11,9,12,578,52,0,,0,,,0,72.7,,22
2026-09-04,Oradea/Centru,apartament_chirie,EUR/mp,30,30,0,8,8,7,8,420,60,0,,0,,,0,0,,27
2026-09-04,Oradea/Decebal,apartament_chirie,EUR/mp,44,45,1,6,6,6,7,385,63,0,,0,,,2.3,59.1,,43
2026-09-04,Oradea/Iosia,apartament_chirie,EUR/mp,292,294,2,8,8,6,9,400,55,0,,0,,,0.7,33.2,100,277
2026-09-04,Oradea/Nufarul,apartament_chirie,EUR/mp,55,55,0,7,7,6,9,450,64,0,,0,,,0,52.7,,54
2026-09-04,Oradea/Olosig,apartament_chirie,EUR/mp,91,91,0,7,7,6,9,460,64,0,,0,,,0,86.8,,89
2026-09-04,Oradea/Rogerius,apartament_chirie,EUR/mp,89,89,0,6,6,5,8,335,55,0,,0,,,0,28.1,,84
2026-09-04,Oradea/Salca,apartament_chirie,EUR/mp,11,11,0,8,8,6,9,400,52,0,,0,,,0,81.8,,11
2026-09-04,Oradea/Velenta,apartament_chirie,EUR/mp,11,11,0,8,8,8,9,574,56,0,,0,,,0,72.7,,11
2026-09-04,Osorhei,apartament_chirie,EUR/mp,8,8,0,10,10,9,11,569,54,,,,,,,,,8
2026-09-04,Sanmartin,apartament_chirie,EUR/mp,37,38,1,8,8,7,9,400,50,0,,0,,,2.7,54.1,,31
2026-09-04,Santandrei,apartament_chirie,EUR/mp,13,13,0,8,8,7,9,425,57,0,,0,,,0,69.2,,12
2026-09-04,ZMO,apartament_chirie,EUR/mp,1612,1669,57,8,8,6,9,400,55,0,,0,,0,3.5,47.6,99.3,1537
2026-09-04,Biharia,casa_vanzare,EUR/mp,19,19,0,963,963,816,1188,139500,118,0,,0,,,0,47.4,,12
2026-09-04,Bors,casa_vanzare,EUR/mp,17,17,0,661,661,517,890,88950,118,0,,0,,,0,64.7,,12
2026-09-04,Girisu de Cris,casa_vanzare,EUR/mp,8,8,0,859,859,,,114950,125,,,,,,,,,7
2026-09-04,Nojorid,casa_vanzare,EUR/mp,50,54,4,1190,1200,1063,1463,145000,115,0,,0,,0,8,64,,51
2026-09-04,Oradea,casa_vanzare,EUR/mp,1309,1405,96,1460,1493,1102,1946,229000,150,0,,0,,0,7.3,63.6,100,1315
2026-09-04,Oradea/Cantemir,casa_vanzare,EUR/mp,15,16,1,1342,1405,1136,1782,196200,120,0,,0,,,6.7,73.3,,16
2026-09-04,Oradea/Centru,casa_vanzare,EUR/mp,39,39,0,1450,1450,886,1941,188000,133,0,,0,,,0,0,,36
2026-09-04,Oradea/Decebal,casa_vanzare,EUR/mp,7,7,0,1281,1281,,,179950,82,,,,,,,,,7
2026-09-04,Oradea/Episcopia,casa_vanzare,EUR/mp,43,43,0,1123,1123,917,1500,200000,180,0,,0,,,0,65.1,,42
2026-09-04,Oradea/Grigorescu,casa_vanzare,EUR/mp,37,37,0,1762,1762,1360,2000,265000,155,0,,0,,,0,78.4,,37
2026-09-04,Oradea/Iosia,casa_vanzare,EUR/mp,82,82,0,1558,1558,1174,2021,220000,148,0,,0,,,0,40.2,,78
2026-09-04,Oradea/Nufarul,casa_vanzare,EUR/mp,23,24,1,1660,1624,1306,1813,287495,187,0,,0,,,4.3,52.2,,21
2026-09-04,Oradea/Olosig,casa_vanzare,EUR/mp,107,107,0,1516,1516,1167,1959,244000,153,0,,0,,,0,90.7,,107
2026-09-04,Oradea/Podgoria,casa_vanzare,EUR/mp,19,19,0,1700,1700,1225,1897,204000,120,0,,0,,,0,89.5,,19
2026-09-04,Oradea/Rogerius,casa_vanzare,EUR/mp,33,33,0,1683,1683,1058,2077,244450,162,0,,0,,,0,75.8,,33
2026-09-04,Oradea/Salca,casa_vanzare,EUR/mp,10,10,0,1568,1568,1249,1785,292150,150,0,,0,,,0,90,,9
2026-09-04,Oradea/Velenta,casa_vanzare,EUR/mp,18,18,0,1317,1317,1206,1750,204500,120,0,,0,,,0,83.3,,18
2026-09-04,Osorhei,casa_vanzare,EUR/mp,90,90,0,1184,1184,938,1443,140000,129,0,,0,,,0,73.3,,79
2026-09-04,Paleu,casa_vanzare,EUR/mp,59,59,0,1226,1226,969,1465,172400,140,0,,0,,,0,61,,46
2026-09-04,Salard,casa_vanzare,EUR/mp,13,13,0,805,805,738,895,72000,109,0,,0,,,0,69.2,,9
2026-09-04,Sanmartin,casa_vanzare,EUR/mp,237,243,6,1241,1245,976,1581,229900,166,0,,0,,0,2.5,77.2,,233
2026-09-04,Santandrei,casa_vanzare,EUR/mp,251,251,0,1408,1408,1140,1590,160000,120,0,,0,,,0,63.7,,214
2026-09-04,Tileagd,casa_vanzare,EUR/mp,12,12,0,506,506,,,89000,176,0,,0,,,0,58.3,,7
2026-09-04,ZMO,casa_vanzare,EUR/mp,2070,2176,106,1376,1398,1058,1792,199900,145,0,,0,,0,5.1,65.4,100,1983
2026-09-04,Biharia,teren_vanzare,EUR/mp,29,29,0,33,33,18,44,182400,5500,0,,0,,,0,58.6,,20
2026-09-04,Bors,teren_vanzare,EUR/mp,31,31,0,35,35,16,45,68900,3000,0,,0,,,0,64.5,,19
2026-09-04,Cetariu,teren_vanzare,EUR/mp,16,16,0,16,16,,,51000,2059,0,,0,,,0,68.8,,7
2026-09-04,Girisu de Cris,teren_vanzare,EUR/mp,12,12,0,19,19,,,35000,5622,0,,0,,,0,83.3,,7
2026-09-04,Nojorid,teren_vanzare,EUR/mp,68,73,5,30,30,17,73,106650,1700,0,,0,,0,7.4,70.6,,47
2026-09-04,Oradea,teren_vanzare,EUR/mp,1022,1144,122,66,70,39,122,115500,707,0,,0,,0,11.9,62.4,,708
2026-09-04,Oradea/Episcopia,teren_vanzare,EUR/mp,40,40,0,59,59,30,100,88000,2490,0,,0,,,0,75,,34
2026-09-04,Oradea/Grigorescu,teren_vanzare,EUR/mp,39,39,0,109,109,74,145,67450,516,0,,0,,,0,74.4,,36
2026-09-04,Oradea/Iosia,teren_vanzare,EUR/mp,65,67,2,70,70,35,196,119000,1434,0,,0,,,3.1,21.5,,52
2026-09-04,Oradea/Nufarul,teren_vanzare,EUR/mp,10,10,0,116,116,100,119,178150,1969,0,,0,,,0,80,,8
2026-09-04,Oradea/Olosig,teren_vanzare,EUR/mp,58,58,0,66,66,20,90,182475,3000,0,,0,,,0,87.9,,46
2026-09-04,Oradea/Podgoria,teren_vanzare,EUR/mp,46,46,0,39,39,24,66,99000,1951,0,,0,,,0,71.7,,41
2026-09-04,Oradea/Rogerius,teren_vanzare,EUR/mp,5,5,0,,,,,105600,1100,,,,,,,,,3
2026-09-04,Oradea/Salca,teren_vanzare,EUR/mp,8,8,0,99,99,,,128500,1150,,,,,,,,,5
2026-09-04,Oradea/Saldabagiu,teren_vanzare,EUR/mp,1,5,4,50,,,,,500,,,,,0,,,,5
2026-09-04,Osorhei,teren_vanzare,EUR/mp,131,131,0,38,38,26,53,61500,691,0,,0,,,0,67.2,,83
2026-09-04,Paleu,teren_vanzare,EUR/mp,137,137,0,45,45,34,60,43000,897,0,,0,,,0,65.7,,105
2026-09-04,Salard,teren_vanzare,EUR/mp,7,7,0,25,25,,,32445,3000,,,,,,,,,5
2026-09-04,Sanmartin,teren_vanzare,EUR/mp,240,246,6,75,75,50,96,69900,748,0,,0,,0,2.5,75,,208
2026-09-04,Santandrei,teren_vanzare,EUR/mp,141,141,0,80,80,54,115,78000,578,0,,0,,,0,66,,91
2026-09-04,Tileagd,teren_vanzare,EUR/mp,19,19,0,13,13,,,24999,918,0,,0,,,0,47.4,,7
2026-09-04,ZMO,teren_vanzare,EUR/mp,1856,1989,133,60,60,35,98,84950,785,0,,0,,0,7.2,65.1,,1299
2026-09-04,Oradea,casa_chirie,EUR/mp,183,183,0,7,7,6,9,975,130,0,,0,,,0,61.7,,146
2026-09-04,Oradea/Iosia,casa_chirie,EUR/mp,23,23,0,7,7,6,8,800,100,0,,0,,,0,34.8,,19
2026-09-04,Oradea/Olosig,casa_chirie,EUR/mp,7,7,0,9,9,,,2000,210,,,,,,,,,7
2026-09-04,Sanmartin,casa_chirie,EUR/mp,21,21,0,6,6,5,7,1350,300,0,,0,,,0,66.7,,14
2026-09-04,Santandrei,casa_chirie,EUR/mp,16,16,0,6,6,6,7,950,150,0,,0,,,0,75,,13
2026-09-04,ZMO,casa_chirie,EUR/mp,224,224,0,7,7,6,9,1000,144,0,,0,,,0,62.5,,179
2026-09-05,Girisu de Cris,apartament_vanzare,EUR/mp,7,0,0,1608,1608,,,82000,51,,,,,,,,,7
2026-09-05,Oradea,apartament_vanzare,EUR/mp,1951,0,0,1888,1890,1614,2258,105000,55,0,,0,,0,3.8,55.3,99.2,1928
2026-09-05,Oradea/Cantemir,apartament_vanzare,EUR/mp,28,0,0,1930,1914,1635,2892,142000,68,0,,0,,,3.6,57.1,,29
2026-09-05,Oradea/Centru,apartament_vanzare,EUR/mp,54,0,0,2031,2031,1721,2375,133000,73,0,,0,,,0,0,,52
2026-09-05,Oradea/Decebal,apartament_vanzare,EUR/mp,103,0,0,1815,1815,1615,2048,99000,62,0,,0,,,0,66,,101
2026-09-05,Oradea/Iosia,apartament_vanzare,EUR/mp,236,0,0,2021,2021,1736,2528,115000,56,0,,0,,,0.8,44.5,100,227
2026-09-05,Oradea/Nufarul,apartament_vanzare,EUR/mp,142,0,0,1885,1883,1670,2311,115000,56,0,,0,,,0.7,49.3,100,137
2026-09-05,Oradea/Olosig,apartament_vanzare,EUR/mp,130,0,0,1910,1910,1614,2380,123800,64,0,,0,,,0,91.5,,130
2026-09-05,Oradea/Podgoria,apartament_vanzare,EUR/mp,6,0,0,1943,1943,,,110500,56,,,,,,,,,6
2026-09-05,Oradea/Rogerius,apartament_vanzare,EUR/mp,238,0,0,1745,1741,1531,1965,80945,50,0,,0,,0,1.3,40.3,,237
2026-09-05,Oradea/Salca,apartament_vanzare,EUR/mp,15,0,0,2040,2040,1691,2296,128500,66,0,,0,,,0,86.7,,15
2026-09-05,Oradea/Velenta,apartament_vanzare,EUR/mp,40,0,0,1802,1802,1576,1985,76900,41,0,,0,,,0,85,,40
2026-09-05,Sanmartin,apartament_vanzare,EUR/mp,141,0,0,1684,1693,1475,2047,88000,50,0,,0,,0,5.7,73.8,100,143
2026-09-05,Santandrei,apartament_vanzare,EUR/mp,62,0,0,1597,1597,1444,2019,102900,65,0,,0,,,0,58.1,100,53
2026-09-05,ZMO,apartament_vanzare,EUR/mp,2170,0,0,1868,1875,1589,2222,102336,55,0,,0,,0,3.8,56.6,99.4,2138
2026-09-05,Oradea,apartament_chirie,EUR/mp,1552,0,0,8,8,6,9,400,55,0,,0,,0,3.6,47.1,99.3,1485
2026-09-05,Oradea/Cantemir,apartament_chirie,EUR/mp,22,0,0,11,11,9,12,578,52,0,,0,,,0,72.7,,22
2026-09-05,Oradea/Centru,apartament_chirie,EUR/mp,30,0,0,8,8,7,8,420,60,0,,0,,,0,0,,27
2026-09-05,Oradea/Decebal,apartament_chirie,EUR/mp,44,0,0,6,6,6,7,385,63,0,,0,,,2.3,59.1,,43
2026-09-05,Oradea/Iosia,apartament_chirie,EUR/mp,292,0,0,8,8,6,9,400,55,0,,0,,,0.7,33.2,100,277
2026-09-05,Oradea/Nufarul,apartament_chirie,EUR/mp,55,0,0,7,7,6,9,450,64,0,,0,,,0,52.7,,54
2026-09-05,Oradea/Olosig,apartament_chirie,EUR/mp,91,0,0,7,7,6,9,460,64,0,,0,,,0,86.8,,89
2026-09-05,Oradea/Rogerius,apartament_chirie,EUR/mp,89,0,0,6,6,5,8,335,55,0,,0,,,0,28.1,,84
2026-09-05,Oradea/Salca,apartament_chirie,EUR/mp,11,0,0,8,8,6,9,400,52,0,,0,,,0,81.8,,11
2026-09-05,Oradea/Velenta,apartament_chirie,EUR/mp,11,0,0,8,8,8,9,574,56,0,,0,,,0,72.7,,11
2026-09-05,Osorhei,apartament_chirie,EUR/mp,8,0,0,10,10,9,11,569,54,,,,,,,,,8
2026-09-05,Sanmartin,apartament_chirie,EUR/mp,37,0,0,8,8,7,9,400,50,0,,0,,,2.7,54.1,,31
2026-09-05,Santandrei,apartament_chirie,EUR/mp,13,0,0,8,8,7,9,425,57,0,,0,,,0,69.2,,12
2026-09-05,ZMO,apartament_chirie,EUR/mp,1612,0,0,8,8,6,9,400,55,0,,0,,0,3.5,47.6,99.3,1537
2026-09-05,Biharia,casa_vanzare,EUR/mp,19,0,0,963,963,816,1188,139500,118,0,,0,,,0,47.4,,12
2026-09-05,Bors,casa_vanzare,EUR/mp,17,0,0,661,661,517,890,88950,118,0,,0,,,0,64.7,,12
2026-09-05,Girisu de Cris,casa_vanzare,EUR/mp,8,0,0,859,859,,,114950,125,,,,,,,,,7
2026-09-05,Nojorid,casa_vanzare,EUR/mp,50,0,0,1190,1200,1063,1463,145000,115,0,,0,,0,8,64,,51
2026-09-05,Oradea,casa_vanzare,EUR/mp,1309,0,0,1460,1493,1102,1946,229000,150,0,,0,,0,7.3,63.6,100,1315
2026-09-05,Oradea/Cantemir,casa_vanzare,EUR/mp,15,0,0,1342,1405,1136,1782,196200,120,0,,0,,,6.7,73.3,,16
2026-09-05,Oradea/Centru,casa_vanzare,EUR/mp,39,0,0,1450,1450,886,1941,188000,133,0,,0,,,0,0,,36
2026-09-05,Oradea/Decebal,casa_vanzare,EUR/mp,7,0,0,1281,1281,,,179950,82,,,,,,,,,7
2026-09-05,Oradea/Episcopia,casa_vanzare,EUR/mp,43,0,0,1123,1123,917,1500,200000,180,0,,0,,,0,65.1,,42
2026-09-05,Oradea/Grigorescu,casa_vanzare,EUR/mp,37,0,0,1762,1762,1360,2000,265000,155,0,,0,,,0,78.4,,37
2026-09-05,Oradea/Iosia,casa_vanzare,EUR/mp,82,0,0,1558,1558,1174,2021,220000,148,0,,0,,,0,40.2,,78
2026-09-05,Oradea/Nufarul,casa_vanzare,EUR/mp,23,0,0,1660,1624,1306,1813,287495,187,0,,0,,,4.3,52.2,,21
2026-09-05,Oradea/Olosig,casa_vanzare,EUR/mp,107,0,0,1516,1516,1167,1959,244000,153,0,,0,,,0,90.7,,107
2026-09-05,Oradea/Podgoria,casa_vanzare,EUR/mp,19,0,0,1700,1700,1225,1897,204000,120,0,,0,,,0,89.5,,19
2026-09-05,Oradea/Rogerius,casa_vanzare,EUR/mp,33,0,0,1683,1683,1058,2077,244450,162,0,,0,,,0,75.8,,33
2026-09-05,Oradea/Salca,casa_vanzare,EUR/mp,10,0,0,1568,1568,1249,1785,292150,150,0,,0,,,0,90,,9
2026-09-05,Oradea/Velenta,casa_vanzare,EUR/mp,18,0,0,1317,1317,1206,1750,204500,120,0,,0,,,0,83.3,,18
2026-09-05,Osorhei,casa_vanzare,EUR/mp,90,0,0,1184,1184,938,1443,140000,129,0,,0,,,0,73.3,,79
2026-09-05,Paleu,casa_vanzare,EUR/mp,59,0,0,1226,1226,969,1465,172400,140,0,,0,,,0,61,,46
2026-09-05,Salard,casa_vanzare,EUR/mp,13,0,0,805,805,738,895,72000,109,0,,0,,,0,69.2,,9
2026-09-05,Sanmartin,casa_vanzare,EUR/mp,237,0,0,1241,1245,976,1581,229900,166,0,,0,,0,2.5,77.2,,233
2026-09-05,Santandrei,casa_vanzare,EUR/mp,251,0,0,1408,1408,1140,1590,160000,120,0,,0,,,0,63.7,,214
2026-09-05,Tileagd,casa_vanzare,EUR/mp,12,0,0,506,506,,,89000,176,0,,0,,,0,58.3,,7
2026-09-05,ZMO,casa_vanzare,EUR/mp,2070,0,0,1376,1398,1058,1792,199900,145,0,,0,,0,5.1,65.4,100,1983
2026-09-05,Biharia,teren_vanzare,EUR/mp,29,0,0,33,33,18,44,182400,5500,0,,0,,,0,58.6,,20
2026-09-05,Bors,teren_vanzare,EUR/mp,31,0,0,35,35,16,45,68900,3000,0,,0,,,0,64.5,,19
2026-09-05,Cetariu,teren_vanzare,EUR/mp,16,0,0,16,16,,,51000,2059,0,,0,,,0,68.8,,7
2026-09-05,Girisu de Cris,teren_vanzare,EUR/mp,12,0,0,19,19,,,35000,5622,0,,0,,,0,83.3,,7
2026-09-05,Nojorid,teren_vanzare,EUR/mp,68,0,0,30,30,17,73,106650,1700,0,,0,,0,7.4,70.6,,47
2026-09-05,Oradea,teren_vanzare,EUR/mp,1022,0,0,66,70,39,122,115500,707,0,,0,,0,11.9,62.4,,708
2026-09-05,Oradea/Episcopia,teren_vanzare,EUR/mp,40,0,0,59,59,30,100,88000,2490,0,,0,,,0,75,,34
2026-09-05,Oradea/Grigorescu,teren_vanzare,EUR/mp,39,0,0,109,109,74,145,67450,516,0,,0,,,0,74.4,,36
2026-09-05,Oradea/Iosia,teren_vanzare,EUR/mp,65,0,0,70,70,35,196,119000,1434,0,,0,,,3.1,21.5,,52
2026-09-05,Oradea/Nufarul,teren_vanzare,EUR/mp,10,0,0,116,116,100,119,178150,1969,0,,0,,,0,80,,8
2026-09-05,Oradea/Olosig,teren_vanzare,EUR/mp,58,0,0,66,66,20,90,182475,3000,0,,0,,,0,87.9,,46
2026-09-05,Oradea/Podgoria,teren_vanzare,EUR/mp,46,0,0,39,39,24,66,99000,1951,0,,0,,,0,71.7,,41
2026-09-05,Oradea/Rogerius,teren_vanzare,EUR/mp,5,0,0,,,,,105600,1100,,,,,,,,,3
2026-09-05,Oradea/Salca,teren_vanzare,EUR/mp,8,0,0,99,99,,,128500,1150,,,,,,,,,5
2026-09-05,Oradea/Saldabagiu,teren_vanzare,EUR/mp,1,0,0,50,,,,,500,,,,,0,,,,5
2026-09-05,Osorhei,teren_vanzare,EUR/mp,131,0,0,38,38,26,53,61500,691,0,,0,,,0,67.2,,83
2026-09-05,Paleu,teren_vanzare,EUR/mp,137,0,0,45,45,34,60,43000,897,0,,0,,,0,65.7,,105
2026-09-05,Salard,teren_vanzare,EUR/mp,7,0,0,25,25,,,32445,3000,,,,,,,,,5
2026-09-05,Sanmartin,teren_vanzare,EUR/mp,240,0,0,75,75,50,96,69900,748,0,,0,,0,2.5,75,,208
2026-09-05,Santandrei,teren_vanzare,EUR/mp,141,0,0,80,80,54,115,78000,578,0,,0,,,0,66,,91
2026-09-05,Tileagd,teren_vanzare,EUR/mp,19,0,0,13,13,,,24999,918,0,,0,,,0,47.4,,7
2026-09-05,ZMO,teren_vanzare,EUR/mp,1856,0,0,60,60,35,98,84950,785,0,,0,,0,7.2,65.1,,1299
2026-09-05,Oradea,casa_chirie,EUR/mp,183,0,0,7,7,6,9,975,130,0,,0,,,0,61.7,,146
2026-09-05,Oradea/Iosia,casa_chirie,EUR/mp,23,0,0,7,7,6,8,800,100,0,,0,,,0,34.8,,19
2026-09-05,Oradea/Olosig,casa_chirie,EUR/mp,7,0,0,9,9,,,2000,210,,,,,,,,,7
2026-09-05,Sanmartin,casa_chirie,EUR/mp,21,0,0,6,6,5,7,1350,300,0,,0,,,0,66.7,,14
2026-09-05,Santandrei,casa_chirie,EUR/mp,16,0,0,6,6,6,7,950,150,0,,0,,,0,75,,13
2026-09-05,ZMO,casa_chirie,EUR/mp,224,0,0,7,7,6,9,1000,144,0,,0,,,0,62.5,,179
2026-09-06,Cihei,apartament_vanzare,EUR/mp,16,16,0,1852,1852,1689,1942,117761,63,0,,0,,,0,62.5,,16
2026-09-06,Girisu de Cris,apartament_vanzare,EUR/mp,7,0,0,1608,1608,,,82000,51,,,,,,,,,7
2026-09-06,Oradea,apartament_vanzare,EUR/mp,1993,71,29,1886,1890,1610,2247,105000,55,1.5,2.1,0.7,3.5,0,5.2,55.6,99.3,1996
2026-09-06,Oradea/Cantemir,apartament_vanzare,EUR/mp,28,0,0,1930,1914,1635,2892,142000,68,0,,0,,,3.6,57.1,,29
2026-09-06,Oradea/Centru,apartament_vanzare,EUR/mp,55,1,0,2022,2022,1721,2375,133850,73,0,,0,,,0,0,,53
2026-09-06,Oradea/Decebal,apartament_vanzare,EUR/mp,102,0,1,1815,1815,1594,2030,99400,62,2,,2,,,1,65.7,,101
2026-09-06,Oradea/Iosia,apartament_vanzare,EUR/mp,242,6,0,2008,2008,1726,2515,115000,55,1.7,2.8,0.8,,,0.8,43.4,100,233
2026-09-06,Oradea/Nufarul,apartament_vanzare,EUR/mp,143,1,0,1886,1885,1689,2311,115000,56,3.5,1.5,0,,,0.7,49.7,100,138
2026-09-06,Oradea/Olosig,apartament_vanzare,EUR/mp,135,6,1,1910,1922,1614,2383,124150,64,0.7,,0.7,,,0.7,91.9,,136
2026-09-06,Oradea/Podgoria,apartament_vanzare,EUR/mp,6,0,0,1943,1943,,,110500,56,,,,,,,,,6
2026-09-06,Oradea/Rogerius,apartament_vanzare,EUR/mp,239,1,0,1745,1745,1531,1971,79990,50,0.8,,0.8,,0,1.3,40.2,,238
2026-09-06,Oradea/Salca,apartament_vanzare,EUR/mp,15,0,0,2040,2040,1691,2296,128500,66,13.3,,0,,,0,86.7,,15
2026-09-06,Oradea/Velenta,apartament_vanzare,EUR/mp,41,1,0,1767,1767,1576,1946,77950,42,0,,0,,,0,85.4,,39
2026-09-06,Sanmartin,apartament_vanzare,EUR/mp,140,0,1,1684,1691,1475,2047,88000,50,0,,0,,0,6.4,73.6,100,143
2026-09-06,Santandrei,apartament_vanzare,EUR/mp,62,0,0,1597,1597,1444,2019,102900,65,0,,0,,,0,58.1,100,53
2026-09-06,ZMO,apartament_vanzare,EUR/mp,2227,87,30,1868,1875,1587,2214,102800,55,1.3,2.1,0.6,3.5,0,5.1,56.9,99.4,2222
2026-09-06,Cihei,apartament_chirie,EUR/mp,5,5,0,7,7,,,450,65,,,,,,,,,5
2026-09-06,Oradea,apartament_chirie,EUR/mp,1586,66,32,8,8,6,9,400,55,1.8,5,0.5,1.8,0,5.5,46.6,99.3,1542
2026-09-06,Oradea/Cantemir,apartament_chirie,EUR/mp,23,1,0,11,11,7,12,559,52,4.3,,4.3,,,0,69.6,,23
2026-09-06,Oradea/Centru,apartament_chirie,EUR/mp,30,0,0,8,8,7,8,420,60,0,,0,,,0,0,,27
2026-09-06,Oradea/Decebal,apartament_chirie,EUR/mp,44,0,0,6,6,5,7,385,63,2.3,,0,,,2.3,59.1,,43
2026-09-06,Oradea/Iosia,apartament_chirie,EUR/mp,292,2,2,8,8,6,9,400,55,0,,0,,1,1.4,32.9,100,279
2026-09-06,Oradea/Nufarul,apartament_chirie,EUR/mp,57,2,0,7,7,6,8,450,62,1.8,,0,,,0,52.6,,54
2026-09-06,Oradea/Olosig,apartament_chirie,EUR/mp,95,5,1,7,7,6,9,455,64,4.2,9.2,0,,,1.1,85.3,,94
2026-09-06,Oradea/Rogerius,apartament_chirie,EUR/mp,91,2,0,6,6,5,7,330,54,4.4,6.8,0,,,0,27.5,,86
2026-09-06,Oradea/Salca,apartament_chirie,EUR/mp,11,1,1,8,8,6,9,400,52,0,,0,,,9.1,81.8,,11
2026-09-06,Oradea/Velenta,apartament_chirie,EUR/mp,11,0,0,8,8,8,9,574,56,9.1,,0,,,0,72.7,,11
2026-09-06,Osorhei,apartament_chirie,EUR/mp,8,0,0,10,10,9,11,569,54,,,,,,,,,8
2026-09-06,Sanmartin,apartament_chirie,EUR/mp,36,1,2,8,8,7,9,400,50,2.8,,2.8,,2,8.3,52.8,,32
2026-09-06,Santandrei,apartament_chirie,EUR/mp,13,0,0,8,8,7,9,425,57,0,,0,,,0,69.2,,12
2026-09-06,ZMO,apartament_chirie,EUR/mp,1650,72,34,8,8,6,9,400,55,1.8,5.6,0.5,1.3,0,5.5,47.1,99.3,1600
2026-09-06,Biharia,casa_vanzare,EUR/mp,19,0,0,963,963,816,1188,139500,118,0,,0,,,0,47.4,,12
2026-09-06,Bors,casa_vanzare,EUR/mp,17,0,0,661,661,517,890,88950,118,0,,0,,,0,64.7,,12
2026-09-06,Cihei,casa_vanzare,EUR/mp,38,38,0,1288,1288,1096,1540,207500,157,0,,0,,,0,55.3,,38
2026-09-06,Girisu de Cris,casa_vanzare,EUR/mp,8,0,0,859,859,,,114950,125,,,,,,,,,7
2026-09-06,Nojorid,casa_vanzare,EUR/mp,53,3,0,1180,1184,920,1417,142450,116,0,,0,,0,7.5,66,,54
2026-09-06,Oradea,casa_vanzare,EUR/mp,1316,23,16,1454,1490,1101,1944,225000,150,0.2,7.7,0.1,,0,8.5,63.7,100,1336
2026-09-06,Oradea/Cantemir,casa_vanzare,EUR/mp,15,0,0,1342,1405,1136,1782,196200,120,0,,0,,,6.7,73.3,,16
2026-09-06,Oradea/Centru,casa_vanzare,EUR/mp,39,0,0,1450,1450,886,1941,188000,133,0,,0,,,0,0,,36
2026-09-06,Oradea/Decebal,casa_vanzare,EUR/mp,7,0,0,1281,1281,,,179950,82,,,,,,,,,7
2026-09-06,Oradea/Episcopia,casa_vanzare,EUR/mp,43,0,0,1123,1123,917,1500,200000,180,0,,0,,,0,65.1,,42
2026-09-06,Oradea/Grigorescu,casa_vanzare,EUR/mp,37,0,0,1762,1762,1360,2000,265000,155,0,,0,,,0,78.4,,37
2026-09-06,Oradea/Iosia,casa_vanzare,EUR/mp,81,2,3,1558,1561,1210,2029,219500,144,0,,0,,2,3.7,39.5,,80
